Местное время в Бохане;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
27.11.2019 5:00;-27.2;738.9;785.8;;74;Ветер, дующий с юго-юго-востока;1;;;Облаков нет.; ;;;;;;;;;;;-30.5;;;;;;
27.11.2019 8:00;-27.4;738.4;785.2;;73;Ветер, дующий с юго-юго-востока;1;;;Облаков нет.; ;;;-27.5;;;;;;;;-30.7;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;3.0
27.11.2019 11:00;-24.0;738.0;784.2;;68;Ветер, дующий с востоко-юго-востока;1;;;Облаков нет.; ;;;;;;;;;;50.0;-28.2;;;;;;
27.11.2019 14:00;-12.5;736.2;780.2;;56;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;-19.5;;;;;;
27.11.2019 17:00;-17.2;735.4;780.2;;71;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-21.2;;;;;;
27.11.2019 20:00;-20.6;735.1;780.4;;83;Ветер, дующий с юго-юго-востока;1;;;Облаков нет.; ;;;;-12.5;;;;;;;-22.8;Осадков нет;12;;;;
27.11.2019 23:00;-21.4;734.4;779.9;;80;Ветер, дующий с юга;1;;;Облаков нет.; ;;;;;;;;;;;-23.9;;;;;;
28.11.2019 2:00;-22.6;733.4;779.1;;79;Ветер, дующий с юга;1;;;Облаков нет.; ;;;;;;;;;;;-25.3;;;;;;
28.11.2019 5:00;-24.2;733.0;778.9;;76;Ветер, дующий с северо-северо-востока;1;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;;-27.3;;;;;;
28.11.2019 8:00;-24.7;732.8;778.9;;76;Штиль, безветрие;0;;;Облаков нет.; ;;;-25.2;;;;;;;;-27.7;Осадков нет;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;2.0
28.11.2019 11:00;-22.4;733.0;778.6;;75;Штиль, безветрие;0;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-25.7;;;;;;
28.11.2019 14:00;-14.4;732.7;776.8;;64;Ветер, дующий с севера;1;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-19.8;;;;;;
28.11.2019 17:00;-17.0;732.7;777.4;;76;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;-20.3;;;;;;
28.11.2019 20:00;-20.7;733.6;778.9;;80;Ветер, дующий с юга;2;;;Облаков нет.; ;;;;-13.5;;;;;;;-23.2;Осадков нет;12;;;;
28.11.2019 23:00;-19.4;733.9;779.1;;79;Ветер, дующий с севера;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;;;-22.1;;;;;;
29.11.2019 2:00;-23.8;734.2;780.2;;78;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-26.5;;;;;;
29.11.2019 8:00;-18.2;734.2;779.1;;82;Ветер, дующий с севера;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;-23.9;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;60%.;600-1000;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";;4.0;-20.6;Следы осадков;12;;;Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.;2.0
29.11.2019 14:00;-13.9;733.7;777.9;;72;Штиль, безветрие;0;;;Облаков нет.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.;;;;;;;;50.0;-17.9;;;;;;
