"Местное время в Нерое";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"01.08.2018 02:00";"11.5";"689.0";"";"";"85";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"31.07.2018 20:00";"19.3";"689.0";"";"";"52";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"23.0";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"31.07.2018 14:00";"21.4";"691.0";"";"";"45";"Ветер, дующий с востока";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"31.07.2018 08:00";"10.4";"695.0";"";"";"97";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"";"";"9.3";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"31.07.2018 02:00";"10.3";"694.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.07.2018 20:00";"19.9";"693.0";"";"";"43";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"22.3";"";"";"";"";"";"50.0";"";"0.3";"12";"";"";"";"";
"30.07.2018 14:00";"19.8";"693.0";"";"";"51";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"30.07.2018 08:00";"10.2";"692.0";"";"";"100";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"9.1";"";"";"";"";"";"";"10.0";"";"2.0";"12";"";"";"";"";
"30.07.2018 02:00";"10.1";"692.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.07.2018 20:00";"14.1";"691.0";"";"";"97";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"21.3";"";"";"";"";"";"10.0";"";"4.0";"12";"";"";"";"";
"29.07.2018 14:00";"19.7";"690.0";"";"";"60";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"29.07.2018 08:00";"9.2";"691.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"8.3";"";"";"";"";"";"";"0.2";"";"11.0";"12";"";"";"";"";
"29.07.2018 02:00";"11.6";"689.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.07.2018 20:00";"21.2";"680.0";"";"";"46";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"";"";"";"23.7";"";"";"";"";"";"10.0";"";"0.4";"12";"";"";"";"";
"28.07.2018 14:00";"22.6";"690.0";"";"";"42";"Штиль, безветрие";"0";"";"";"60%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"28.07.2018 08:00";"9.6";"691.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"9.2";"";"";"";"";"";"";"0.2";"";"Осадков нет";"12";"";"";"";"";
"28.07.2018 02:00";"10.5";"691.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.07.2018 20:00";"15.2";"690.0";"";"";"88";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"";"";"";"17.6";"";"";"";"";"";"50.0";"";"0.7";"12";"";"";"";"";
"27.07.2018 14:00";"16.5";"691.0";"";"";"60";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"27.07.2018 08:00";"7.2";"691.0";"";"";"100";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"6.3";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"27.07.2018 02:00";"8.3";"690.0";"";"";"97";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.07.2018 20:00";"12.7";"690.0";"";"";"67";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"15.8";"";"";"";"";"";"50.0";"";"2.0";"12";"";"";"";"";
"26.07.2018 14:00";"15.3";"688.0";"";"";"89";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"26.07.2018 08:00";"11.2";"686.0";"";"";"100";"Штиль, безветрие";"0";"";"";"100%.";"Туман или обрывки ледяного тумана. ";"";"";"11.0";"";"";"";"";"";"";"10.0";"";"9.0";"12";"";"";"";"";
"26.07.2018 02:00";"12.0";"685.0";"";"";"100";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.07.2018 20:00";"14.2";"685.0";"";"";"93";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"19.4";"";"";"";"";"";"20.0";"";"2.0";"12";"";"";"";"";
"25.07.2018 14:00";"18.0";"684.0";"";"";"66";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"25.07.2018 08:00";"14.2";"684.0";"";"";"100";"Штиль, безветрие";"0";"";"";"100%.";"Туман или обрывки ледяного тумана. ";"";"";"14.0";"";"";"";"";"";"";"10.0";"";"0.5";"12";"";"";"";"";
"25.07.2018 02:00";"15.2";"685.0";"";"";"93";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.07.2018 20:00";"19.0";"683.0";"";"";"89";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"29.4";"";"";"";"";"";"50.0";"";"3.0";"12";"";"";"";"";
"24.07.2018 14:00";"29.4";"680.0";"";"";"32";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"24.07.2018 08:00";"12.6";"687.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"11.5";"";"";"";"";"";"";"0.2";"";"0.3";"12";"";"";"";"";
"24.07.2018 02:00";"12.4";"689.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.07.2018 20:00";"18.3";"688.0";"";"";"89";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"23.6";"";"";"";"";"";"20.0";"";"0.7";"12";"";"";"";"";
"23.07.2018 14:00";"23.3";"687.0";"";"";"53";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"23.07.2018 08:00";"10.2";"687.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"9.3";"";"";"";"";"";"";"0.2";"";"Осадков нет";"12";"";"";"";"";
"23.07.2018 02:00";"13.6";"688.0";"";"";"94";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.07.2018 20:00";"19.8";"688.0";"";"";"55";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"22.7";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"22.07.2018 14:00";"21.6";"688.0";"";"";"55";"Штиль, безветрие";"0";"";"";"60%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"22.07.2018 08:00";"10.4";"689.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"9.6";"";"";"";"";"";"";"0.2";"";"Осадков нет";"12";"";"";"";"";
"22.07.2018 02:00";"10.7";"691.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.07.2018 20:00";"16.2";"690.0";"";"";"81";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Гроза (с осадками или без них). ";"";"";"";"21.7";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"21.07.2018 14:00";"20.2";"689.0";"";"";"61";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"21.07.2018 08:00";"12.0";"688.0";"";"";"89";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"11.0";"";"";"";"";"";"";"50.0";"";"5.0";"12";"";"";"";"";
"21.07.2018 02:00";"12.0";"687.0";"";"";"100";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.07.2018 20:00";"13.0";"687.0";"";"";"100";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"14.0";"";"";"";"";"";"20.0";"";"19.0";"12";"";"";"";"";
"20.07.2018 14:00";"13.5";"686.0";"";"";"100";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"20.0";"";"";"";"";"";"";"";
"20.07.2018 08:00";"13.2";"687.0";"";"";"100";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"12.7";"";"";"";"";"";"";"10.0";"";"15.0";"12";"";"";"";"";
"20.07.2018 02:00";"13.3";"687.0";"";"";"100";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.07.2018 20:00";"14.2";"687.0";"";"";"100";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"17.8";"";"";"";"";"";"10.0";"";"3.0";"12";"";"";"";"";
"19.07.2018 14:00";"16.4";"687.0";"";"";"86";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"19.07.2018 08:00";"14.3";"688.0";"";"";"100";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"13.1";"";"";"";"";"";"";"4.0";"";"3.0";"12";"";"";"";"";
"19.07.2018 02:00";"14.6";"687.0";"";"";"88";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.07.2018 20:00";"18.5";"686.0";"";"";"64";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"21.2";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"18.07.2018 14:00";"19.1";"687.0";"";"";"56";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"18.07.2018 08:00";"13.4";"687.0";"";"";"97";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"12.6";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"18.07.2018 02:00";"13.6";"688.0";"";"";"88";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.07.2018 20:00";"16.7";"688.0";"";"";"56";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"18.8";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"17.07.2018 14:00";"17.9";"687.0";"";"";"56";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"17.07.2018 08:00";"8.9";"689.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, без заметного изменения интенсивности в течение последнего часа. ";"";"";"7.7";"";"";"";"";"";"";"0.2";"";"Осадков нет";"12";"";"";"";"";
"17.07.2018 02:00";"10.8";"690.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.07.2018 20:00";"14.3";"689.0";"";"";"70";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"17.1";"";"";"";"";"";"50.0";"";"0.5";"12";"";"";"";"";
"16.07.2018 14:00";"16.9";"688.0";"";"";"84";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
