Местное время в Баяндае;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
27.09.2019 14:00;05.авг;698.8;766.3;0.5;69;Ветер, дующий с северо-запада;4;;;90  или более, но не 100%;Облака в целом рассеиваются или становятся менее развитыми. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;0.4;;;;;;
27.09.2019 17:00;06.сен;698.8;766.2;0.0;44;Ветер, дующий с северо-запада;2;;;90  или более, но не 100%; ;;;;;Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;50.0;-4.6;;;;;;
27.09.2019 20:00;02.июн;699.7;768.1;0.9;62;Ветер, дующий с запада;1;;;10%  или менее, но не 0; ;;;;06.сен;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-4.0;6.0;12;;;;
27.09.2019 23:00;01.июл;699.7;768.4;0.0;61;Ветер, дующий с северо-северо-запада;2;;;Облаков нет.; ;;;;;;;;;;;-5.2;;;;;;
28.09.2019 2:00;-1.4;699.1;768.5;-0.6;80;Ветер, дующий с северо-запада;1;;;Облаков нет.; ;;;;;;;;;;;-4.5;;;;;;
28.09.2019 5:00;-1.6;698.1;767.5;-1.0;74;Ветер, дующий с севера;2;;;Облаков нет.; ;;;;;;;;;;;-5.7;;;;;;
28.09.2019 8:00;-2.7;697.6;767.2;-0.5;82;Ветер, дующий с северо-северо-востока;4;;;20–30%.; ;;;-4.2;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-5.4;Осадков нет;12;Поверхность почвы замерзшая.;-5.0;;
28.09.2019 11:00;02.июн;696.1;764.2;-1.5;70;Ветер, дующий с северо-востока;3;;;60%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-2.3;;;;;;
28.09.2019 14:00;09.июн;693.7;759.8;-2.4;50;Ветер, дующий с востоко-юго-востока;5;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;50.0;-0.5;;;;;;
28.09.2019 17:00;09.апр;692.2;758.2;-1.5;51;Ветер, дующий с юго-юго-востока;4;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;2500 или более, или облаков нет.;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;50.0;-0.4;;;;;;
28.09.2019 20:00;06.апр;691.2;757.9;-1.0;59;Ветер, дующий с востока;1;;;90  или более, но не 100%; ;;;;11.фев;"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";40%.;1000-1500;"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-1.0;Осадков нет;12;;;;
