"Местное время в Бохане";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"20.11.2019 20:00";"-12.5";"718.5";"761.4";"";"86";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"-3.8";"";"";"";"";"";"";"-14.4";"Осадков нет";"12";"";"";"";"";
"20.11.2019 17:00";"-7.0";"718.5";"760.6";"";"71";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-11.4";"";"";"";"";"";"";
"20.11.2019 14:00";"-4.1";"718.6";"760.3";"";"60";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"50.0";"-10.8";"";"";"";"";"";"";
"20.11.2019 11:00";"-8.5";"719.5";"761.8";"";"66";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"";"50.0";"-13.8";"";"";"";"";"";"";
"20.11.2019 08:00";"-11.8";"720.2";"763.2";"";"79";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"-16.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"-14.7";"Осадков нет";"12";"";"";"Сухой рассыпчатый снег покрывает по крайней мере половину поверхности почвы (но не полностью).";"1.0";
"20.11.2019 05:00";"-11.9";"721.5";"764.5";"";"77";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"";"-15.1";"";"";"";"";"";"";
"20.11.2019 02:00";"-14.4";"723.0";"766.5";"";"81";"Ветер, дующий с юго-юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-17.0";"";"";"";"";"";"";
"19.11.2019 23:00";"-15.5";"723.8";"767.5";"";"81";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-18.1";"";"";"";"";"";"";
"19.11.2019 20:00";"-14.9";"724.7";"768.4";"";"81";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"-6.8";"";"";"";"";"";"";"-17.4";"Осадков нет";"12";"";"";"";"";
"19.11.2019 17:00";"-9.9";"724.3";"767.1";"";"66";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-15.1";"";"";"";"";"";"";
"19.11.2019 14:00";"-6.9";"723.8";"766.2";"";"56";"Ветер, дующий с юго-юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-14.3";"";"";"";"";"";"";
"19.11.2019 11:00";"-12.4";"724.3";"767.5";"";"68";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перисто-слоистые, покрывающие все небо.";"50.0";"-17.1";"";"";"";"";"";"";
"19.11.2019 08:00";"-15.6";"723.6";"767.4";"";"77";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-21.9";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"";"-18.8";"Осадков нет";"12";"";"";"Сухой рассыпчатый снег покрывает по крайней мере половину поверхности почвы (но не полностью).";"1.0";
"19.11.2019 05:00";"-17.3";"723.4";"767.5";"";"77";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"";"-20.4";"";"";"";"";"";"";
"18.11.2019 23:00";"-21.3";"725.5";"770.5";"";"65";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-26.1";"";"";"";"";"";"";
"18.11.2019 20:00";"-20.7";"727.0";"771.9";"";"69";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"-12.7";"";"";"";"";"";"";"-24.9";"Осадков нет";"12";"";"";"";"";
"18.11.2019 14:00";"-14.8";"729.5";"773.6";"";"39";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"50.0";"-25.7";"";"";"";"";"";"";
"18.11.2019 11:00";"-23.7";"731.6";"777.4";"";"61";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"-29.1";"";"";"";"";"";"";"50.0";"-29.2";"";"";"";"";"";"";
"18.11.2019 05:00";"-27.8";"732.8";"779.5";"";"71";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-31.5";"";"";"";"";"";"";
"18.11.2019 02:00";"-26.6";"742.3";"788.8";"";"70";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-30.4";"";"";"";"";"";"";
"17.11.2019 23:00";"-25.3";"734.5";"780.7";"";"73";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"-28.8";"";"";"";"";"";"";
