Местное время в Ангарске;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
13.03.2017 11:00;-3.6;730.8;772.1;;47;Ветер, дующий с востоко-северо-востока;1;;;Облаков нет.; ;;;;;;;;;;;-13.4;;;;;;
13.03.2017 17:00;06.фев;726.9;766.6;;19;Ветер, дующий с северо-востока;1;;;Облаков нет.; ;;;;;;;;;;;-15.9;;;;;;
13.03.2017 23:00;-8.4;726.7;768.5;;77;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;;-11.8;;;;;;
14.03.2017 5:00;-13.7;727.1;769.9;;89;Ветер, дующий с юго-востока;1;;;Облаков нет.; ;;;;;;;;;;;-15.1;;;;;;
14.03.2017 11:00;-3.7;728.5;769.7;;53;Ветер, дующий с востока;1;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-11.9;;;;;;
14.03.2017 17:00;06.фев;726.1;765.7;;33;Ветер, дующий с востока;3;;;Облаков нет.; ;;;;;;;;;;;-9.1;;;;;;
14.03.2017 23:00;-2.7;726.2;767.2;;53;Ветер, дующий с юго-востока;2;;;Облаков нет.; ;;;;;;;;;;;-11.0;;;;;;
15.03.2017 5:00;-10.0;725.8;767.8;;89;Ветер, дующий с востока;1;;;Облаков нет.; ;;;;;;;;;;;-11.5;;;;;;
15.03.2017 11:00;-3.2;725.2;766.3;;50;Ветер, дующий с востоко-северо-востока;2;;;Облаков нет.; ;;;;;;;;;;;-12.2;;;;;;
15.03.2017 17:00;07.июл;721.5;760.6;;33;Ветер, дующий с востока;3;;;Облаков нет.; ;;;;;;;;;;;-7.6;;;;;;
15.03.2017 23:00;-2.9;721.6;762.4;;58;Ветер, дующий с юго-востока;1;;;40%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-10.1;;;;;;
16.03.2017 5:00;-4.7;724.7;765.9;;63;Ветер, дующий с западо-северо-запада;3;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-10.7;;;;;;
16.03.2017 11:00;-0.7;729.7;770.5;;51;Ветер, дующий с западо-северо-запада;3;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;40%.;;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;;-9.6;;;;;;
16.03.2017 17:00;-0.6;730.0;770.9;;43;Ветер, дующий с северо-северо-запада;4;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-11.8;;;;;;
16.03.2017 23:00;-5.7;733.0;774.8;;70;Ветер, дующий с западо-северо-запада;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перисто-слоистые, покрывающие все небо.;;-10.4;;;;;;
17.03.2017 5:00;-8.7;734.5;776.8;;66;Ветер, дующий с западо-северо-запада;1;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.;;-13.9;;;;;;
17.03.2017 11:00;-5.1;736.4;778.3;;42;Ветер, дующий с севера;1;;;20–30%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;;-16.2;;;;;;
