Местное время в Томпе;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
30.10.2018 14:00;01.апр;726.1;769.0;;91;Ветер, дующий с юго-востока;1;;;100%.;Состояние неба в общем не изменилось. ;Дождь со снегом или другими видами твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;600-1000;;;50.0;0.0;;;;;;
30.10.2018 20:00;0.5;724.9;767.9;;100;Ветер, дующий с востоко-северо-востока;1;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Дождь со снегом или другими видами твердых осадков;;01.апр;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;0.5;1.0;12;;;;
31.10.2018 2:00;0.1;724.2;767.2;;100;Штиль, безветрие;0;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;0.1;;;;;;
31.10.2018 8:00;0.2;723.7;766.6;;98;Ветер, дующий с северо-востока;1;;;100%.;Состояние неба в общем не изменилось. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;0.0;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;50.0;-0.1;4.0;12;;;Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.;5.0
31.10.2018 14:00;02.июн;721.9;764.2;;93;Ветер, дующий с северо-востока;1;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;20–30%.;600-1000;Высокослоистые просвечивающие.;;50.0;01.июн;;;;;;
31.10.2018 20:00;0.9;722.2;764.9;;98;Штиль, безветрие;0;;;100%.; ;;;;02.июн;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;0.6;Осадков нет;12;;;;
01.11.2018 2:00;-0.1;720.4;763.3;;100;Штиль, безветрие;0;;;100%.; ;;;;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;;-0.1;;;;;;
01.11.2018 8:00;0.2;717.0;759.5;;100;Штиль, безветрие;0;;;100%.; ;;;-2.0;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;50.0;0.2;Осадков нет;12;;;Слежавшийся или мокрый снег (со льдом или без него), покрывающий по крайней мере половину поверхности почвы, но почва не покрыта полностью.;1.0
01.11.2018 14:00;2.0;717.4;758.8;;86;Штиль, безветрие;0;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;50.0;-0.2;;;;;;
01.11.2018 20:00;-0.9;721.8;764.8;;95;Штиль, безветрие;0;;;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег и/или другие виды твердых осадков;Облака покрывали более половины неба в течение всего соответствующего периода.;;2.0;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;;-1.6;2.0;12;;;;
