"Местное время в Заярске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"24.09.2017 08:00";"1.4";"719.0";"";"";"63";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"-0.2";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"24.09.2017 02:00";"1.2";"720.0";"";"";"65";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.09.2017 20:00";"4.0";"720.0";"";"";"55";"Ветер, дующий с севера";"1";"";"";"20–30%.";" ";"";"";"";"11.2";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"23.09.2017 14:00";"9.7";"719.0";"";"";"32";"Ветер, дующий с северо-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"23.09.2017 08:00";"1.8";"718.0";"";"";"65";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"1.0";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"23.09.2017 02:00";"4.2";"715.0";"";"";"64";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.09.2017 20:00";"6.9";"714.0";"";"";"58";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"11.5";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"22.09.2017 14:00";"10.0";"714.0";"";"";"44";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"22.09.2017 08:00";"1.2";"715.0";"";"";"90";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"-0.5";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"22.09.2017 02:00";"0.8";"717.0";"";"";"96";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.09.2017 20:00";"5.1";"720.0";"";"";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"9.1";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"21.09.2017 14:00";"7.6";"721.0";"";"";"66";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"21.09.2017 08:00";"3.9";"721.0";"";"";"92";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"2.5";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"21.09.2017 02:00";"4.1";"721.0";"";"";"87";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.09.2017 20:00";"5.3";"721.0";"";"";"88";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"9.0";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"20.09.2017 14:00";"7.7";"719.0";"";"";"90";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"20.09.2017 08:00";"7.7";"718.0";"";"";"99";"Ветер, дующий с севера";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"7.7";"";"";"";"";"";"";"10.0";"";"1.0";"12";"";"";"";"";
"20.09.2017 02:00";"8.4";"718.0";"";"";"97";"Ветер, дующий с северо-востока";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.09.2017 20:00";"10.2";"717.0";"";"";"96";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Дождь незамерзающий с перерывами слабый в срок наблюдения. ";"";"";"";"12.5";"";"";"";"";"";"10.0";"";"2.0";"12";"";"";"";"";
"19.09.2017 14:00";"11.6";"717.0";"";"";"85";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"19.09.2017 08:00";"9.2";"718.0";"";"";"97";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"7.4";"";"";"";"";"";"";"20.0";"";"2.0";"12";"";"";"";"";
"19.09.2017 02:00";"7.7";"718.0";"";"";"93";"Ветер, дующий с юга";"1";"";"";"100%.";"Дождь незамерзающий с перерывами слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.09.2017 20:00";"7.7";"719.0";"";"";"72";"Ветер, дующий с востока";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"8.7";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"18.09.2017 14:00";"6.3";"723.0";"";"";"70";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"18.09.2017 08:00";"1.5";"725.0";"";"";"98";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"0.2";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"18.09.2017 02:00";"3.3";"724.0";"";"";"91";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.09.2017 20:00";"5.3";"719.0";"";"";"83";"Ветер, дующий с запада";"6";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"12.8";"";"";"";"";"";"20.0";"";"8.0";"12";"";"";"";"";
"17.09.2017 14:00";"11.1";"714.0";"";"";"94";"Ветер, дующий с запада";"4";"";"";"100%.";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"17.09.2017 08:00";"10.6";"714.0";"";"";"87";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"4.0";"12";"";"";"";"";
"17.09.2017 02:00";"10.7";"716.0";"";"";"92";"Ветер, дующий с запада";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.09.2017 20:00";"11.1";"717.0";"";"";"91";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"12.2";"";"";"";"";"";"20.0";"";"2.0";"12";"";"";"";"";
"16.09.2017 14:00";"9.4";"718.0";"";"";"96";"Ветер, дующий с запада";"3";"";"";"100%.";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"16.09.2017 08:00";"8.1";"718.0";"";"";"96";"Ветер, дующий с юго-запада";"5";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"6.1";"";"";"";"";"";"";"4.0";"";"2.0";"12";"";"";"";"";
"16.09.2017 02:00";"6.9";"721.0";"";"";"86";"Ветер, дующий с запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.09.2017 20:00";"6.9";"723.0";"";"";"84";"Ветер, дующий с юго-запада";"4";"";"";"100%.";" ";"";"";"";"9.0";"";"";"";"";"";"50.0";"";"3.0";"12";"";"";"";"";
"15.09.2017 14:00";"5.2";"726.0";"";"";"92";"Ветер, дующий с запада";"3";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"15.09.2017 08:00";"5.5";"728.0";"";"";"74";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"1.0";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"15.09.2017 02:00";"2.1";"729.0";"";"";"80";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.09.2017 20:00";"7.7";"729.0";"";"";"59";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"12.1";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"14.09.2017 14:00";"9.5";"727.0";"";"";"58";"Ветер, дующий с запада";"6";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"14.09.2017 08:00";"6.9";"724.0";"";"";"81";"Ветер, дующий с юго-запада";"4";"";"";"90  или более, но не 100%";" ";"";"";"6.5";"";"";"";"";"";"";"50.0";"";"7.0";"12";"";"";"";"";
"14.09.2017 02:00";"8.1";"737.0";"";"";"99";"Ветер, дующий с юго-запада";"1";"";"";"40%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.09.2017 20:00";"18.0";"716.0";"";"";"60";"Ветер, дующий с запада";"8";"";"";"100%.";" ";"";"";"";"24.6";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"13.09.2017 14:00";"22.6";"717.0";"";"";"38";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"13.09.2017 08:00";"6.9";"720.0";"";"";"93";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"5.3";"";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"13.09.2017 02:00";"7.1";"721.0";"";"";"99";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.09.2017 20:00";"11.8";"721.0";"";"";"78";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"17.2";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"12.09.2017 14:00";"14.9";"720.0";"";"";"51";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"12.09.2017 08:00";"9.6";"720.0";"";"";"58";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"8.5";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"12.09.2017 02:00";"9.6";"721.0";"";"";"63";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.09.2017 20:00";"12.8";"722.0";"";"";"54";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"16.1";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"11.09.2017 14:00";"13.8";"723.0";"";"";"38";"Ветер, дующий с юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"11.09.2017 08:00";"3.5";"725.0";"";"";"81";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"1.5";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"11.09.2017 02:00";"2.6";"724.0";"";"";"91";"Ветер, дующий с востока";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.09.2017 20:00";"6.0";"724.0";"";"";"79";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"11.0";"";"";"";"";"";"50.0";"";"4.0";"12";"";"";"";"";
"10.09.2017 14:00";"8.1";"724.0";"";"";"74";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"10.09.2017 08:00";"2.1";"723.0";"";"";"96";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"1.0";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"10.09.2017 02:00";"6.5";"723.0";"";"";"90";"Ветер, дующий с запада";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.09.2017 20:00";"8.9";"723.0";"";"";"68";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"12.4";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"09.09.2017 14:00";"11.2";"722.0";"";"";"57";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"09.09.2017 08:00";"4.9";"722.0";"";"";"89";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"4.5";"";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"09.09.2017 02:00";"7.2";"721.0";"";"";"81";"Ветер, дующий с севера";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.09.2017 20:00";"9.1";"717.0";"";"";"76";"Ветер, дующий с запада";"6";"";"";"100%.";" ";"";"";"";"15.0";"";"";"";"";"";"50.0";"";"1.0";"12";"";"";"";"";
"08.09.2017 14:00";"13.4";"710.0";"";"";"61";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"08.09.2017 08:00";"7.7";"712.0";"";"";"65";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"5.0";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"08.09.2017 02:00";"5.8";"716.0";"";"";"81";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"07.09.2017 20:00";"7.3";"718.0";"";"";"77";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"13.0";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"07.09.2017 14:00";"10.4";"720.0";"";"";"54";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"07.09.2017 08:00";"6.2";"721.0";"";"";"85";"Ветер, дующий с юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"5.1";"";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"07.09.2017 02:00";"5.9";"721.0";"";"";"88";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"06.09.2017 20:00";"7.1";"721.0";"";"";"80";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"11.0";"";"";"";"";"";"50.0";"";"Следы осадков";"12";"";"";"";"";
"06.09.2017 14:00";"9.0";"719.0";"";"";"66";"Ветер, дующий с запада";"5";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"06.09.2017 08:00";"6.1";"719.0";"";"";"83";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"6.0";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"06.09.2017 02:00";"7.0";"719.0";"";"";"74";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"05.09.2017 20:00";"9.1";"719.0";"";"";"63";"Ветер, дующий с запада";"4";"";"";"100%.";" ";"";"";"";"11.1";"";"";"";"";"";"50.0";"";"Следы осадков";"12";"";"";"";"";
"05.09.2017 14:00";"9.2";"718.0";"";"";"67";"Ветер, дующий с запада";"6";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"05.09.2017 08:00";"6.6";"716.0";"";"";"82";"Ветер, дующий с юга";"4";"";"";"60%.";" ";"";"";"6.5";"";"";"";"";"";"";"50.0";"";"6.0";"12";"";"";"";"";
"05.09.2017 02:00";"9.9";"715.0";"";"";"93";"Ветер, дующий с запада";"2";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"04.09.2017 20:00";"11.2";"715.0";"";"";"92";"Ветер, дующий с юга";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"";"";"";"13.0";"";"";"";"";"";"50.0";"";"2.0";"12";"";"";"";"";
"04.09.2017 14:00";"10.4";"717.0";"";"";"90";"Ветер, дующий с юга";"3";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"04.09.2017 08:00";"8.8";"720.0";"";"";"88";"Ветер, дующий с юга";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"6.5";"";"";"";"";"";"";"50.0";"";"Следы осадков";"12";"";"";"";"";
"04.09.2017 02:00";"6.9";"722.0";"";"";"95";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.09.2017 20:00";"10.4";"721.0";"";"";"89";"Ветер, дующий с запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"15.0";"";"";"";"";"";"50.0";"";"3.0";"12";"";"";"";"";
"03.09.2017 14:00";"13.0";"719.0";"";"";"69";"Ветер, дующий с запада";"4";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"03.09.2017 08:00";"11.2";"718.0";"";"";"87";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"10.1";"";"";"";"";"";"";"50.0";"";"3.0";"12";"";"";"";"";
"03.09.2017 02:00";"11.8";"717.0";"";"";"91";"Ветер, дующий с запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.09.2017 20:00";"14.6";"717.0";"";"";"71";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"17.6";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"02.09.2017 14:00";"16.3";"719.0";"";"";"59";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"02.09.2017 08:00";"9.5";"720.0";"";"";"93";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"6.5";"";"";"";"";"";"";"50.0";"";"Осадков нет";"12";"";"";"";"";
"02.09.2017 02:00";"9.1";"720.0";"";"";"85";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.09.2017 20:00";"14.2";"719.0";"";"";"71";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"17.6";"";"";"";"";"";"50.0";"";"0.8";"12";"";"";"";"";
"01.09.2017 14:00";"15.1";"719.0";"";"";"80";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"50.0";"";"";"";"";"";"";"";
"01.09.2017 08:00";"13.8";"718.0";"";"";"92";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"11.8";"";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"01.09.2017 02:00";"12.6";"719.0";"";"";"96";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
