Местное время в Солнечной;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
22.05.2018 20:00;03.янв;707.0;;;83;Ветер, дующий с северо-запада;1;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;0.1;12;;;;
23.05.2018 8:00;9.0;704.0;;;59;Ветер, дующий с северо-запада;8;;;70 – 80%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;3.0;;;;;;;50.0;;Следы осадков;12;;;;
23.05.2018 20:00;12.июл;705.0;;;45;Ветер, дующий с северо-запада;6;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;13.сен;;;;;;50.0;;3.0;12;;;;
24.05.2018 8:00;05.июн;710.0;;;82;Ветер, дующий с севера;3;;;100%.; ;;;03.май;;;;;;;50.0;;Осадков нет;12;;;;
24.05.2018 20:00;05.фев;714.0;;;88;Ветер, дующий с севера;3;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
25.05.2018 8:00;07.июл;716.0;;;60;Ветер, дующий с северо-востока;2;;;90  или более, но не 100%; ;;;03.май;;;;;;;50.0;;Осадков нет;12;;;;
25.05.2018 20:00;04.янв;715.0;;;90;Ветер, дующий с юга;3;;;100%.; ;;;;14.май;;;;;;50.0;;Осадков нет;12;;;;
26.05.2018 8:00;03.янв;719.0;;;91;Ветер, дующий с северо-запада;1;;;100%.;Состояние неба в общем не изменилось. ;;;02.май;;;;;;;50.0;;16.0;12;;;;
26.05.2018 20:00;03.мар;720.0;;;88;Ветер, дующий с севера;2;;;100%.;Дождь (незамерзающий) неливневый. ;;;;;;;;;;50.0;;1.0;12;;;;
27.05.2018 8:00;03.июл;720.0;;;80;Штиль, безветрие;0;;;100%.; ;;;02.авг;;;;;;;20.0;;Осадков нет;12;;;;
27.05.2018 20:00;04.мар;721.0;;;77;Ветер, дующий с юга;2;;;60%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
28.05.2018 8:00;04.сен;722.0;;;80;Ветер, дующий с северо-востока;3;;;20–30%.; ;;;1.0;;;;;;;50.0;;Осадков нет;12;;;;
28.05.2018 20:00;05.апр;719.0;;;71;Ветер, дующий с северо-запада;1;;;40%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
29.05.2018 8:00;11.фев;719.0;;;51;Ветер, дующий с северо-востока;1;;;70 – 80%.; ;;;1.0;;;;;;;50.0;;Осадков нет;12;;;;
29.05.2018 20:00;10.мар;717.0;;;52;Штиль, безветрие;0;;;Облаков нет.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
30.05.2018 8:00;16.0;717.0;;;37;Ветер, дующий с северо-востока;2;;;20–30%.; ;;;06.май;;;;;;;50.0;;Осадков нет;12;;;;
30.05.2018 20:00;05.янв;716.0;;;92;Ветер, дующий с юга;1;;;90  или более, но не 100%; ;;;;19.май;;;;;;50.0;;Осадков нет;12;;;;
31.05.2018 8:00;06.авг;717.0;;;75;Ветер, дующий с северо-востока;1;;;Облаков нет.; ;;;4.0;;;;;;;50.0;;Осадков нет;12;;;;
31.05.2018 20:00;06.июн;715.0;;;81;Ветер, дующий с севера;1;;;Облаков нет.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
01.06.2018 8:00;13.мар;715.0;;;66;Ветер, дующий с северо-востока;2;;;60%.; ;;;04.июн;;;;;;;50.0;;Осадков нет;12;;;;
01.06.2018 20:00;16.янв;714.0;;;52;;;;;100%.; ;;;;20.0;;;;;;50.0;;Осадков нет;12;;;;
02.06.2018 8:00;06.июл;721.0;;;77;Ветер, дующий с северо-востока;2;;;100%.;Состояние неба в общем не изменилось. ;;;06.май;;;;;;;50.0;;1.0;12;;;;
02.06.2018 20:00;10.июн;718.0;;;63;Ветер, дующий с юго-запада;3;;;100%.;Ливневый(ые) дождь(и). ;;;;13.апр;;;;;;50.0;;Следы осадков;12;;;;
03.06.2018 8:00;10.июн;717.0;;;51;Ветер, дующий с запада;9;;;20–30%.; ;;;8.0;;;;;;;50.0;;1.0;12;;;;
03.06.2018 20:00;09.сен;715.0;;;57;Ветер, дующий с юго-запада;3;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
04.06.2018 8:00;08.фев;714.0;;;77;Ветер, дующий с юга;1;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
04.06.2018 20:00;09.фев;716.0;;;61;Ветер, дующий с юго-запада;1;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
05.06.2018 8:00;08.янв;719.0;;;72;Ветер, дующий с юго-запада;2;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
05.06.2018 20:00;09.июн;722.0;;;70;Ветер, дующий с юга;2;;;100%.; ;;;;11.сен;;;;;;50.0;;Осадков нет;12;;;;
06.06.2018 8:00;7.0;724.0;;;85;Штиль, безветрие;0;;;100%.;Состояние неба в общем не изменилось. ;;;4.0;;;;;;;50.0;;Следы осадков;12;;;;
06.06.2018 20:00;06.июн;725.0;;;82;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;Следы осадков;12;;;;
07.06.2018 8:00;06.июл;725.0;;;79;Ветер, дующий с северо-востока;1;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
07.06.2018 20:00;05.июл;723.0;;;86;Ветер, дующий с юго-запада;1;;;60%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
08.06.2018 8:00;06.июл;721.0;;;83;Ветер, дующий с северо-востока;3;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
08.06.2018 20:00;09.мар;717.0;;;71;Ветер, дующий с севера;1;;;40%.; ;;;;12.мар;;;;;;50.0;;Осадков нет;12;;;;
09.06.2018 8:00;13.янв;715.0;;;62;Ветер, дующий с севера;3;;;100%.; ;;;04.авг;;;;;;;50.0;;Осадков нет;12;;;;
09.06.2018 20:00;17.май;713.0;;;49;Ветер, дующий с северо-запада;2;;;70 – 80%.; ;;;;18.0;;;;;;50.0;;Следы осадков;12;;;;
10.06.2018 8:00;07.мар;713.9;755.0;;93;Штиль, безветрие;0;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;Ливень (ливни).;Облака покрывали более половины неба в течение всего соответствующего периода.;06.июн;;Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.;100%.;600-1000;;;20.0;06.фев;5.0;12;Поверхность почвы влажная.;9.0;;
10.06.2018 20:00;06.янв;715.0;;;97;Ветер, дующий с юго-востока;1;;;100%.;Туман или обрывки ледяного тумана. ;;;;13.сен;;;;;;4.0;;4.0;12;;;;
11.06.2018 8:00;06.июл;713.0;;;95;Ветер, дующий с северо-запада;1;;;100%.;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;;;5.0;;;;;;;0.5;;4.0;12;;;;
11.06.2018 20:00;10.фев;714.0;;;87;Ветер, дующий с юго-запада;3;;;70 – 80%.;Туман или обрывки ледяного тумана. ;;;;14.апр;;;;;;50.0;;0.5;12;;;;
12.06.2018 8:00;04.июн;717.0;;;95;Ветер, дующий с северо-востока;2;;;100%.;Дымка. ;;;4.0;;;;;;;2.0;;Осадков нет;12;;;;
12.06.2018 20:00;05.июл;716.0;;;95;Ветер, дующий с юга;2;;;90  или более, но не 100%;Туман или обрывки ледяного тумана. ;;;;;;;;;;4.0;;4.0;12;;;;
13.06.2018 8:00;06.май;717.0;;;95;Ветер, дующий с юга;1;;;100%.;Туман или обрывки ледяного тумана. ;;;03.сен;;;;;;;10.0;;Осадков нет;12;;;;
13.06.2018 20:00;11.фев;715.0;;;86;Ветер, дующий с юго-востока;1;;;100%.; ;;;;15.май;;;;;;50.0;;Осадков нет;12;;;;
14.06.2018 8:00;10.0;715.0;;;80;Ветер, дующий с юго-запада;2;;;20–30%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
14.06.2018 20:00;14.мар;713.0;;;62;Ветер, дующий с юга;2;;;90  или более, но не 100%; ;;;;19.0;;;;;;50.0;;Осадков нет;12;;;;
15.06.2018 8:00;11.май;714.0;;;64;Ветер, дующий с севера;1;;;100%.; ;;;7.0;;;;;;;50.0;;Осадков нет;12;;;;
15.06.2018 20:00;11.июл;715.0;;;76;Ветер, дующий с юга;1;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
16.06.2018 8:00;07.май;717.0;;;100;Ветер, дующий с севера;1;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;04.авг;;;;;;;50.0;;1.0;12;;;;
16.06.2018 20:00;16.0;717.0;;;54;Ветер, дующий с запада;7;;;90  или более, но не 100%;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;16.май;;;;;;50.0;;0.6;12;;;;
17.06.2018 8:00;10.0;718.0;;;80;Ветер, дующий с севера;5;;;70 – 80%.; ;;;03.сен;;;;;;;50.0;;Следы осадков;12;;;;
17.06.2018 20:00;09.апр;717.0;;;75;Ветер, дующий с юго-востока;1;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
18.06.2018 8:00;07.мар;727.0;;;83;Ветер, дующий с юга;1;;;40%.; ;;;03.авг;;;;;;;50.0;;Осадков нет;12;;;;
18.06.2018 20:00;09.апр;719.0;;;66;Ветер, дующий с юга;1;;;60%.;Облака в целом рассеиваются или становятся менее развитыми. ;;;;12.апр;;;;;;50.0;;2.0;12;;;;
19.06.2018 8:00;09.апр;720.0;;;82;Ветер, дующий с севера;2;;;40%.; ;;;4.0;;;;;;;50.0;;Осадков нет;12;;;;
19.06.2018 20:00;12.янв;717.0;;;80;Ветер, дующий с юга;1;;;Облаков нет.; ;;;;14.июн;;;;;;50.0;;Осадков нет;12;;;;
20.06.2018 8:00;11.фев;716.0;;;73;Ветер, дующий с северо-востока;4;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
20.06.2018 20:00;17.янв;713.0;;;44;Ветер, дующий с юго-запада;2;;;60%.; ;;;;19.май;;;;;;50.0;;Осадков нет;12;;;;
21.06.2018 8:00;05.июл;714.0;;;95;Ветер, дующий с северо-востока;1;;;70 – 80%.; ;;;5.0;;;;;;;50.0;;Осадков нет;12;;;;
21.06.2018 20:00;11.июл;713.0;;;76;Ветер, дующий с юго-востока;2;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;12.сен;;;;;;50.0;;3.0;12;;;;
22.06.2018 8:00;08.янв;715.0;;;83;Ветер, дующий с юга;1;;;100%.; ;;;5.0;;;;;;;50.0;;Осадков нет;12;;;;
22.06.2018 20:00;10.фев;714.0;;;86;Ветер, дующий с юга;4;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;0.6;12;;;;
23.06.2018 8:00;14.мар;716.0;;;97;Ветер, дующий с юго-запада;2;;;100%.;Состояние неба в общем не изменилось. ;;;08.май;;;;;;;10.0;;4.0;12;;;;
23.06.2018 20:00;10.0;715.0;;;95;Ветер, дующий с юга;2;;;100%.;Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ;;;;19.0;;;;;;50.0;;4.0;12;;;;
24.06.2018 8:00;17.0;713.0;;;73;Ветер, дующий с северо-запада;4;;;100%.;Ливневый(ые) дождь(и). ;;;0.8;;;;;;;10.0;;8.0;12;;;;
24.06.2018 20:00;08.янв;712.0;;;96;Ветер, дующий с юго-востока;2;;;70 – 80%.; ;;;;16.июл;;;;;;50.0;;Следы осадков;12;;;;
25.06.2018 8:00;07.май;713.0;;;96;Ветер, дующий с северо-запада;1;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;10.0;;0.6;12;;;;
25.06.2018 20:00;14.май;714.0;;;87;Ветер, дующий с юга;1;;;100%.;Состояние неба в общем не изменилось. ;;;;18.май;;;;;;50.0;;1.0;12;;;;
26.06.2018 8:00;09.фев;717.0;;;84;Ветер, дующий с юга;1;;;40%.; ;;;6.0;;;;;;;50.0;;Осадков нет;12;;;;
26.06.2018 20:00;07.июл;718.0;;;79;Ветер, дующий с юга;2;;;70 – 80%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
27.06.2018 8:00;08.фев;719.0;;;89;Ветер, дующий с севера;2;;;Облаков нет.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
27.06.2018 20:00;10.май;717.0;;;83;Ветер, дующий с севера;6;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;Следы осадков;12;;;;
28.06.2018 8:00;12.фев;715.0;;;82;Ветер, дующий с северо-востока;1;;;70 – 80%.;Дымка. ;;;;;;;;;;10.0;;Осадков нет;12;;;;
28.06.2018 20:00;22.янв;713.0;;;50;Штиль, безветрие;0;;;10%  или менее, но не 0; ;;;;23.июн;;;;;;50.0;;Осадков нет;12;;;;
29.06.2018 8:00;12.0;714.0;;;70;Ветер, дующий с севера;1;;;20–30%.; ;;;06.май;;;;;;;50.0;;Осадков нет;12;;;;
29.06.2018 20:00;09.апр;712.0;;;83;Ветер, дующий с юго-востока;1;;;40%.;Туман или обрывки ледяного тумана. ;;;;17.0;;;;;;10.0;;Осадков нет;12;;;;
30.06.2018 8:00;14.янв;714.0;;;90;Ветер, дующий с северо-запада;1;;;100%.;Гроза (с осадками или без них). ;;;07.авг;;;;;;;10.0;;2.0;12;;;;
30.06.2018 20:00;09.фев;714.0;;;87;Ветер, дующий с северо-востока;3;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;16.май;;;;;;10.0;;0.6;12;;;;
01.07.2018 8:00;17.янв;716.0;;;49;Штиль, безветрие;0;;;Облаков нет.;Туман или обрывки ледяного тумана. ;;;5.0;;;;;;;10.0;;Осадков нет;12;;;;
01.07.2018 20:00;11.авг;715.0;;;75;Ветер, дующий с юго-запада;1;;;60%.;Состояние неба в общем не изменилось. ;;;;16.янв;;;;;;50.0;;Осадков нет;12;;;;
02.07.2018 8:00;16.мар;715.0;;;76;Ветер, дующий с северо-востока;1;;;20–30%.; ;;;1.0;;;;;;;50.0;;Осадков нет;12;;;;
02.07.2018 20:00;12.сен;712.0;;;76;Ветер, дующий с юго-востока;2;;;20–30%.; ;;;;20.май;;;;;;50.0;;Осадков нет;12;;;;
03.07.2018 8:00;08.май;710.0;;;85;Ветер, дующий с юго-запада;1;;;100%.; ;;;07.фев;;;;;;;50.0;;Осадков нет;12;;;;
03.07.2018 20:00;11.июл;709.0;;;75;Ветер, дующий с юго-востока;3;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;2.0;12;;;;
04.07.2018 8:00;09.фев;709.0;;;87;Ветер, дующий с северо-востока;1;;;70 – 80%.; ;;;6.0;;;;;;;50.0;;Осадков нет;12;;;;
04.07.2018 20:00;10.июн;711.0;;;85;Ветер, дующий с севера;2;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;50.0;;4.0;12;;;;
05.07.2018 8:00;13.май;714.0;;;84;Ветер, дующий с севера;3;;;40%.; ;;;08.мар;;;;;;;50.0;;Осадков нет;12;;;;
05.07.2018 20:00;08.сен;715.0;;;90;Ветер, дующий с юга;2;;;100%.; ;;;;17.сен;;;;;;50.0;;Осадков нет;12;;;;
06.07.2018 8:00;06.июл;716.0;;;97;Ветер, дующий с юго-востока;2;;;100%.;Туман или обрывки ледяного тумана. ;;;6.0;;;;;;;4.0;;4.0;12;;;;
06.07.2018 20:00;13.июл;718.0;;;67;Ветер, дующий с северо-запада;8;;;100%.;Состояние неба в общем не изменилось. ;;;;14.апр;;;;;;50.0;;10.0;12;;;;
07.07.2018 8:00;12.янв;718.0;;;64;Ветер, дующий с запада;8;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
07.07.2018 20:00;12.июл;718.0;;;63;Ветер, дующий с запада;2;;;100%.; ;;;;;;;;;;50.0;;Осадков нет;12;;;;
08.07.2018 8:00;12.сен;717.0;;;60;Ветер, дующий с северо-запада;5;;;100%.; ;;;;;;;;;;20.0;;Осадков нет;12;;;;
08.07.2018 20:00;13.июл;723.0;;;60;Ветер, дующий с северо-запада;8;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;14.сен;;;;;;50.0;;Следы осадков;12;;;;
09.07.2018 8:00;11.июн;715.0;;;69;Ветер, дующий с запада;5;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;;;08.май;;;;;;;10.0;;3.0;12;;;;
